benchmark,dataset_size,clock_period,mem_policy,dsp_coeff,opt_level,experimental_setup,design_name,control_steps,min_slack,frequency_mhz,states,modules_instantiated,performance_conflicts,flipflops,area_est,mux_area,total_area,registers,dsps,log_file
gemver,SMALL,10,LSS,1.0,O0,none,kernel_gemver,78,0.03639999699999841,100.3653297702541,88,136,1,1447,5697,475,6172,41,0,gemver_SMALL_clk10_memLSS_dsp1.0_optO0_log.txt
gemver,SMALL,10,LSS,1.0,O2,none,kernel_gemver,214,0.03639999699988472,100.36532977025297,249,268,19,2594,6789,802,7591,80,0,gemver_SMALL_clk10_memLSS_dsp1.0_optO2_log.txt
gemver,SMALL,10,LSS,1.0,O3,none,kernel_gemver,214,0.03639999699988472,100.36532977025297,249,268,19,2594,6789,802,7591,80,0,gemver_SMALL_clk10_memLSS_dsp1.0_optO3_log.txt
gemver,SMALL,10,LSS,1.75,O0,none,kernel_gemver,90,0.017066660666680278,100.17095837552512,100,136,1,1447,5697,477,6174,41,0,gemver_SMALL_clk10_memLSS_dsp1.75_optO0_log.txt
gemver,SMALL,10,LSS,1.75,O2,none,kernel_gemver,250,0.017066660666680278,100.17095837552512,285,268,19,2594,6789,835,7624,80,0,gemver_SMALL_clk10_memLSS_dsp1.75_optO2_log.txt
gemver,SMALL,10,LSS,1.75,O3,none,kernel_gemver,250,0.017066660666680278,100.17095837552512,285,268,19,2594,6789,835,7624,80,0,gemver_SMALL_clk10_memLSS_dsp1.75_optO3_log.txt
gemver,SMALL,15,ALL_BRAM,1.0,O0,none,kernel_gemver,62,0.049472642666623656,66.887272676003,62,136,0,1351,5429,344,5773,37,0,gemver_SMALL_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
gemver,SMALL,15,ALL_BRAM,1.0,O2,none,kernel_gemver,171,0.049472642666623656,66.887272676003,169,267,0,2338,6487,666,7153,71,0,gemver_SMALL_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
gemver,SMALL,15,ALL_BRAM,1.0,O3,none,kernel_gemver,171,0.049472642666623656,66.887272676003,169,267,0,2338,6487,666,7153,71,0,gemver_SMALL_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
gemver,SMALL,15,ALL_BRAM,1.75,O0,none,kernel_gemver,62,0.049472642666623656,66.887272676003,62,136,0,1351,5429,344,5773,37,0,gemver_SMALL_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
gemver,SMALL,15,ALL_BRAM,1.75,O2,none,kernel_gemver,171,0.049472642666623656,66.887272676003,169,267,0,2338,6487,666,7153,71,0,gemver_SMALL_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
gemver,SMALL,15,ALL_BRAM,1.75,O3,none,kernel_gemver,171,0.049472642666623656,66.887272676003,169,267,0,2338,6487,666,7153,71,0,gemver_SMALL_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
gemver,SMALL,15,LSS,1.0,O0,none,kernel_gemver,63,0.049472642666623656,66.887272676003,73,136,0,1511,5697,476,6173,42,0,gemver_SMALL_clk15_memLSS_dsp1.0_optO0_log.txt
gemver,SMALL,15,LSS,1.0,O2,none,kernel_gemver,167,0.049472642666623656,66.887272676003,202,267,0,2658,6755,803,7558,81,0,gemver_SMALL_clk15_memLSS_dsp1.0_optO2_log.txt
gemver,SMALL,15,LSS,1.0,O3,none,kernel_gemver,167,0.049472642666623656,66.887272676003,202,267,0,2658,6755,803,7558,81,0,gemver_SMALL_clk15_memLSS_dsp1.0_optO3_log.txt
gemver,SMALL,15,LSS,1.75,O0,none,kernel_gemver,63,0.049472642666623656,66.887272676003,73,136,0,1511,5697,476,6173,42,0,gemver_SMALL_clk15_memLSS_dsp1.75_optO0_log.txt
gemver,SMALL,15,LSS,1.75,O2,none,kernel_gemver,167,0.049472642666623656,66.887272676003,202,267,0,2658,6755,803,7558,81,0,gemver_SMALL_clk15_memLSS_dsp1.75_optO2_log.txt
gemver,SMALL,15,LSS,1.75,O3,none,kernel_gemver,167,0.049472642666623656,66.887272676003,202,267,0,2658,6755,803,7558,81,0,gemver_SMALL_clk15_memLSS_dsp1.75_optO3_log.txt
gesummv,MEDIUM,10,ALL_BRAM,1.0,O0,none,kernel_gesummv,52,0.03639999699999841,100.3653297702541,50,90,2,856,4927,278,5205,21,0,gesummv_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO0_log.txt
gesummv,MEDIUM,10,ALL_BRAM,1.0,O2,none,kernel_gesummv,50,0.03639999699999841,100.3653297702541,48,90,2,792,4927,278,5205,20,0,gesummv_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO2_log.txt
gesummv,MEDIUM,10,ALL_BRAM,1.0,O3,none,kernel_gesummv,50,0.03639999699999841,100.3653297702541,48,90,2,792,4927,278,5205,20,0,gesummv_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO3_log.txt
gesummv,MEDIUM,10,ALL_BRAM,1.75,O0,none,kernel_gesummv,60,0.017066660666680278,100.17095837552512,58,90,2,856,4927,278,5205,21,0,gesummv_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO0_log.txt
gesummv,MEDIUM,10,ALL_BRAM,1.75,O2,none,kernel_gesummv,58,0.017066660666680278,100.17095837552512,56,90,2,792,4927,278,5205,20,0,gesummv_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO2_log.txt
gesummv,MEDIUM,10,ALL_BRAM,1.75,O3,none,kernel_gesummv,58,0.017066660666680278,100.17095837552512,56,90,2,792,4927,278,5205,20,0,gesummv_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO3_log.txt
gesummv,MEDIUM,10,LSS,1.0,O0,none,kernel_gesummv,52,0.03639999699999841,100.3653297702541,60,90,0,792,5195,279,5474,20,0,gesummv_MEDIUM_clk10_memLSS_dsp1.0_optO0_log.txt
gesummv,MEDIUM,10,LSS,1.0,O2,none,kernel_gesummv,52,0.03639999699999841,100.3653297702541,60,90,0,856,5195,277,5472,21,0,gesummv_MEDIUM_clk10_memLSS_dsp1.0_optO2_log.txt
gesummv,MEDIUM,10,LSS,1.0,O3,none,kernel_gesummv,52,0.03639999699999841,100.3653297702541,60,90,0,856,5195,277,5472,21,0,gesummv_MEDIUM_clk10_memLSS_dsp1.0_optO3_log.txt
gesummv,MEDIUM,10,LSS,1.75,O0,none,kernel_gesummv,60,0.017066660666680278,100.17095837552512,68,90,0,792,5195,279,5474,20,0,gesummv_MEDIUM_clk10_memLSS_dsp1.75_optO0_log.txt
gesummv,MEDIUM,10,LSS,1.75,O2,none,kernel_gesummv,60,0.017066660666680278,100.17095837552512,68,90,0,856,5195,277,5472,21,0,gesummv_MEDIUM_clk10_memLSS_dsp1.75_optO2_log.txt
gesummv,MEDIUM,10,LSS,1.75,O3,none,kernel_gesummv,60,0.017066660666680278,100.17095837552512,68,90,0,856,5195,277,5472,21,0,gesummv_MEDIUM_clk10_memLSS_dsp1.75_optO3_log.txt
gesummv,MEDIUM,15,ALL_BRAM,1.0,O0,none,kernel_gesummv,41,0.049472642666623656,66.887272676003,39,90,0,760,4927,277,5204,19,0,gesummv_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
gesummv,MEDIUM,15,ALL_BRAM,1.0,O2,none,kernel_gesummv,39,0.049472642666623656,66.887272676003,37,90,0,824,4927,310,5237,20,0,gesummv_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
gesummv,MEDIUM,15,ALL_BRAM,1.0,O3,none,kernel_gesummv,39,0.049472642666623656,66.887272676003,37,90,0,824,4927,310,5237,20,0,gesummv_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
gesummv,MEDIUM,15,ALL_BRAM,1.75,O0,none,kernel_gesummv,41,0.049472642666623656,66.887272676003,39,90,0,760,4927,277,5204,19,0,gesummv_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
gesummv,MEDIUM,15,ALL_BRAM,1.75,O2,none,kernel_gesummv,39,0.049472642666623656,66.887272676003,37,90,0,824,4927,310,5237,20,0,gesummv_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
gesummv,MEDIUM,15,ALL_BRAM,1.75,O3,none,kernel_gesummv,39,0.049472642666623656,66.887272676003,37,90,0,824,4927,310,5237,20,0,gesummv_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
gesummv,MEDIUM,15,LSS,1.0,O0,none,kernel_gesummv,41,0.049472642666623656,66.887272676003,49,90,0,792,5195,279,5474,20,0,gesummv_MEDIUM_clk15_memLSS_dsp1.0_optO0_log.txt
gesummv,MEDIUM,15,LSS,1.0,O2,none,kernel_gesummv,41,0.049472642666623656,66.887272676003,49,90,0,856,5195,277,5472,21,0,gesummv_MEDIUM_clk15_memLSS_dsp1.0_optO2_log.txt
gesummv,MEDIUM,15,LSS,1.0,O3,none,kernel_gesummv,41,0.049472642666623656,66.887272676003,49,90,0,856,5195,277,5472,21,0,gesummv_MEDIUM_clk15_memLSS_dsp1.0_optO3_log.txt
gesummv,MEDIUM,15,LSS,1.75,O0,none,kernel_gesummv,41,0.049472642666623656,66.887272676003,49,90,0,792,5195,279,5474,20,0,gesummv_MEDIUM_clk15_memLSS_dsp1.75_optO0_log.txt
gesummv,MEDIUM,15,LSS,1.75,O2,none,kernel_gesummv,41,0.049472642666623656,66.887272676003,49,90,0,856,5195,277,5472,21,0,gesummv_MEDIUM_clk15_memLSS_dsp1.75_optO2_log.txt
gesummv,MEDIUM,15,LSS,1.75,O3,none,kernel_gesummv,41,0.049472642666623656,66.887272676003,49,90,0,856,5195,277,5472,21,0,gesummv_MEDIUM_clk15_memLSS_dsp1.75_optO3_log.txt
gesummv,SMALL,10,ALL_BRAM,1.0,O0,none,kernel_gesummv,52,0.03639999699999841,100.3653297702541,50,90,2,858,4927,278,5205,20,0,gesummv_SMALL_clk10_memALL_BRAM_dsp1.0_optO0_log.txt
gesummv,SMALL,10,ALL_BRAM,1.0,O2,none,kernel_gesummv,50,0.03639999699999841,100.3653297702541,48,90,2,794,4927,278,5205,19,0,gesummv_SMALL_clk10_memALL_BRAM_dsp1.0_optO2_log.txt
gesummv,SMALL,10,ALL_BRAM,1.0,O3,none,kernel_gesummv,50,0.03639999699999841,100.3653297702541,48,90,2,794,4927,278,5205,19,0,gesummv_SMALL_clk10_memALL_BRAM_dsp1.0_optO3_log.txt
gesummv,SMALL,10,ALL_BRAM,1.75,O0,none,kernel_gesummv,60,0.017066660666680278,100.17095837552512,58,90,2,858,4927,278,5205,20,0,gesummv_SMALL_clk10_memALL_BRAM_dsp1.75_optO0_log.txt
gesummv,SMALL,10,ALL_BRAM,1.75,O2,none,kernel_gesummv,58,0.017066660666680278,100.17095837552512,56,90,2,794,4927,278,5205,19,0,gesummv_SMALL_clk10_memALL_BRAM_dsp1.75_optO2_log.txt
gesummv,SMALL,10,ALL_BRAM,1.75,O3,none,kernel_gesummv,58,0.017066660666680278,100.17095837552512,56,90,2,794,4927,278,5205,19,0,gesummv_SMALL_clk10_memALL_BRAM_dsp1.75_optO3_log.txt
gesummv,SMALL,10,LSS,1.0,O0,none,kernel_gesummv,52,0.03639999699999841,100.3653297702541,60,90,0,794,5195,279,5474,19,0,gesummv_SMALL_clk10_memLSS_dsp1.0_optO0_log.txt
gesummv,SMALL,10,LSS,1.0,O2,none,kernel_gesummv,52,0.03639999699999841,100.3653297702541,60,90,0,858,5195,277,5472,20,0,gesummv_SMALL_clk10_memLSS_dsp1.0_optO2_log.txt
gesummv,SMALL,10,LSS,1.0,O3,none,kernel_gesummv,52,0.03639999699999841,100.3653297702541,60,90,0,858,5195,277,5472,20,0,gesummv_SMALL_clk10_memLSS_dsp1.0_optO3_log.txt
gesummv,SMALL,10,LSS,1.75,O0,none,kernel_gesummv,60,0.017066660666680278,100.17095837552512,68,90,0,794,5195,279,5474,19,0,gesummv_SMALL_clk10_memLSS_dsp1.75_optO0_log.txt
gesummv,SMALL,10,LSS,1.75,O2,none,kernel_gesummv,60,0.017066660666680278,100.17095837552512,68,90,0,858,5195,277,5472,20,0,gesummv_SMALL_clk10_memLSS_dsp1.75_optO2_log.txt
gesummv,SMALL,10,LSS,1.75,O3,none,kernel_gesummv,60,0.017066660666680278,100.17095837552512,68,90,0,858,5195,277,5472,20,0,gesummv_SMALL_clk10_memLSS_dsp1.75_optO3_log.txt
gesummv,SMALL,15,ALL_BRAM,1.0,O0,none,kernel_gesummv,41,0.049472642666623656,66.887272676003,39,90,0,762,4927,277,5204,18,0,gesummv_SMALL_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
gesummv,SMALL,15,ALL_BRAM,1.0,O2,none,kernel_gesummv,39,0.049472642666623656,66.887272676003,37,90,0,826,4927,310,5237,19,0,gesummv_SMALL_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
gesummv,SMALL,15,ALL_BRAM,1.0,O3,none,kernel_gesummv,39,0.049472642666623656,66.887272676003,37,90,0,826,4927,310,5237,19,0,gesummv_SMALL_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
gesummv,SMALL,15,ALL_BRAM,1.75,O0,none,kernel_gesummv,41,0.049472642666623656,66.887272676003,39,90,0,762,4927,277,5204,18,0,gesummv_SMALL_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
gesummv,SMALL,15,ALL_BRAM,1.75,O2,none,kernel_gesummv,39,0.049472642666623656,66.887272676003,37,90,0,826,4927,310,5237,19,0,gesummv_SMALL_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
gesummv,SMALL,15,ALL_BRAM,1.75,O3,none,kernel_gesummv,39,0.049472642666623656,66.887272676003,37,90,0,826,4927,310,5237,19,0,gesummv_SMALL_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
gesummv,SMALL,15,LSS,1.0,O0,none,kernel_gesummv,41,0.049472642666623656,66.887272676003,49,90,0,794,5195,279,5474,19,0,gesummv_SMALL_clk15_memLSS_dsp1.0_optO0_log.txt
gesummv,SMALL,15,LSS,1.0,O2,none,kernel_gesummv,41,0.049472642666623656,66.887272676003,49,90,0,858,5195,277,5472,20,0,gesummv_SMALL_clk15_memLSS_dsp1.0_optO2_log.txt
gesummv,SMALL,15,LSS,1.0,O3,none,kernel_gesummv,41,0.049472642666623656,66.887272676003,49,90,0,858,5195,277,5472,20,0,gesummv_SMALL_clk15_memLSS_dsp1.0_optO3_log.txt
gesummv,SMALL,15,LSS,1.75,O0,none,kernel_gesummv,41,0.049472642666623656,66.887272676003,49,90,0,794,5195,279,5474,19,0,gesummv_SMALL_clk15_memLSS_dsp1.75_optO0_log.txt
gesummv,SMALL,15,LSS,1.75,O2,none,kernel_gesummv,41,0.049472642666623656,66.887272676003,49,90,0,858,5195,277,5472,20,0,gesummv_SMALL_clk15_memLSS_dsp1.75_optO2_log.txt
gesummv,SMALL,15,LSS,1.75,O3,none,kernel_gesummv,41,0.049472642666623656,66.887272676003,49,90,0,858,5195,277,5472,20,0,gesummv_SMALL_clk15_memLSS_dsp1.75_optO3_log.txt
jacobi-1d,MEDIUM,10,ALL_BRAM,1.0,O0,none,kernel_jacobi_1d,45,0.03639999699999841,100.3653297702541,43,100,0,677,4990,141,5131,20,0,jacobi-1d_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO0_log.txt
jacobi-1d,MEDIUM,10,ALL_BRAM,1.0,O2,none,kernel_jacobi_1d,117,0.03639999699999841,100.3653297702541,115,189,0,1122,5648,339,5987,38,0,jacobi-1d_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO2_log.txt
jacobi-1d,MEDIUM,10,ALL_BRAM,1.0,O3,none,kernel_jacobi_1d,116,0.03639999699999841,100.3653297702541,114,185,0,1088,5638,340,5978,35,0,jacobi-1d_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO3_log.txt
jacobi-1d,MEDIUM,10,ALL_BRAM,1.75,O0,none,kernel_jacobi_1d,49,0.03639999699999841,100.3653297702541,47,100,0,677,4990,141,5131,20,0,jacobi-1d_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO0_log.txt
jacobi-1d,MEDIUM,10,ALL_BRAM,1.75,O2,none,kernel_jacobi_1d,129,0.03639999699999841,100.3653297702541,127,189,0,1122,5648,339,5987,38,0,jacobi-1d_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO2_log.txt
jacobi-1d,MEDIUM,10,ALL_BRAM,1.75,O3,none,kernel_jacobi_1d,128,0.03639999699999841,100.3653297702541,126,185,0,1088,5638,340,5978,35,0,jacobi-1d_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO3_log.txt
jacobi-1d,MEDIUM,10,LSS,1.0,O0,none,kernel_jacobi_1d,47,0.03639999699999841,100.3653297702541,51,100,0,805,5258,207,5465,24,0,jacobi-1d_MEDIUM_clk10_memLSS_dsp1.0_optO0_log.txt
jacobi-1d,MEDIUM,10,LSS,1.0,O2,none,kernel_jacobi_1d,119,0.03639999699999841,100.3653297702541,135,189,0,1314,5916,345,6261,44,0,jacobi-1d_MEDIUM_clk10_memLSS_dsp1.0_optO2_log.txt
jacobi-1d,MEDIUM,10,LSS,1.0,O3,none,kernel_jacobi_1d,118,0.03639999699999841,100.3653297702541,134,185,0,1280,5906,378,6284,41,0,jacobi-1d_MEDIUM_clk10_memLSS_dsp1.0_optO3_log.txt
jacobi-1d,MEDIUM,10,LSS,1.75,O0,none,kernel_jacobi_1d,51,0.03639999699999841,100.3653297702541,55,100,0,805,5258,207,5465,24,0,jacobi-1d_MEDIUM_clk10_memLSS_dsp1.75_optO0_log.txt
jacobi-1d,MEDIUM,10,LSS,1.75,O2,none,kernel_jacobi_1d,131,0.03639999699999841,100.3653297702541,147,189,0,1314,5916,345,6261,44,0,jacobi-1d_MEDIUM_clk10_memLSS_dsp1.75_optO2_log.txt
jacobi-1d,MEDIUM,10,LSS,1.75,O3,none,kernel_jacobi_1d,130,0.03639999699999841,100.3653297702541,146,185,0,1280,5906,378,6284,41,0,jacobi-1d_MEDIUM_clk10_memLSS_dsp1.75_optO3_log.txt
jacobi-1d,MEDIUM,15,ALL_BRAM,1.0,O0,none,kernel_jacobi_1d,39,0.0494726426666805,66.88727267600325,37,100,0,677,4990,141,5131,20,0,jacobi-1d_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
jacobi-1d,MEDIUM,15,ALL_BRAM,1.0,O2,none,kernel_jacobi_1d,99,0.049472642666623656,66.887272676003,97,189,0,1122,5648,339,5987,38,0,jacobi-1d_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
jacobi-1d,MEDIUM,15,ALL_BRAM,1.0,O3,none,kernel_jacobi_1d,98,0.049472642666623656,66.887272676003,96,185,0,1088,5638,340,5978,35,0,jacobi-1d_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
jacobi-1d,MEDIUM,15,ALL_BRAM,1.75,O0,none,kernel_jacobi_1d,39,0.0494726426666805,66.88727267600325,37,100,0,677,4990,141,5131,20,0,jacobi-1d_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
jacobi-1d,MEDIUM,15,ALL_BRAM,1.75,O2,none,kernel_jacobi_1d,99,0.049472642666623656,66.887272676003,97,189,0,1122,5648,339,5987,38,0,jacobi-1d_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
jacobi-1d,MEDIUM,15,ALL_BRAM,1.75,O3,none,kernel_jacobi_1d,98,0.049472642666623656,66.887272676003,96,185,0,1088,5638,340,5978,35,0,jacobi-1d_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
jacobi-1d,MEDIUM,15,LSS,1.0,O0,none,kernel_jacobi_1d,41,0.0494726426666805,66.88727267600325,45,100,0,805,5258,207,5465,24,0,jacobi-1d_MEDIUM_clk15_memLSS_dsp1.0_optO0_log.txt
jacobi-1d,MEDIUM,15,LSS,1.0,O2,none,kernel_jacobi_1d,101,0.049472642666623656,66.887272676003,117,189,0,1314,5916,345,6261,44,0,jacobi-1d_MEDIUM_clk15_memLSS_dsp1.0_optO2_log.txt
jacobi-1d,MEDIUM,15,LSS,1.0,O3,none,kernel_jacobi_1d,100,0.049472642666623656,66.887272676003,116,185,0,1280,5906,378,6284,41,0,jacobi-1d_MEDIUM_clk15_memLSS_dsp1.0_optO3_log.txt
jacobi-1d,MEDIUM,15,LSS,1.75,O0,none,kernel_jacobi_1d,41,0.0494726426666805,66.88727267600325,45,100,0,805,5258,207,5465,24,0,jacobi-1d_MEDIUM_clk15_memLSS_dsp1.75_optO0_log.txt
jacobi-1d,MEDIUM,15,LSS,1.75,O2,none,kernel_jacobi_1d,101,0.049472642666623656,66.887272676003,117,189,0,1314,5916,345,6261,44,0,jacobi-1d_MEDIUM_clk15_memLSS_dsp1.75_optO2_log.txt
jacobi-1d,MEDIUM,15,LSS,1.75,O3,none,kernel_jacobi_1d,100,0.049472642666623656,66.887272676003,116,185,0,1280,5906,378,6284,41,0,jacobi-1d_MEDIUM_clk15_memLSS_dsp1.75_optO3_log.txt
jacobi-1d,SMALL,10,ALL_BRAM,1.0,O0,none,kernel_jacobi_1d,45,0.03639999699999841,100.3653297702541,43,100,0,677,4990,141,5131,20,0,jacobi-1d_SMALL_clk10_memALL_BRAM_dsp1.0_optO0_log.txt
jacobi-1d,SMALL,10,ALL_BRAM,1.0,O2,none,kernel_jacobi_1d,117,0.03639999699999841,100.3653297702541,115,189,0,1122,5648,339,5987,38,0,jacobi-1d_SMALL_clk10_memALL_BRAM_dsp1.0_optO2_log.txt
jacobi-1d,SMALL,10,ALL_BRAM,1.0,O3,none,kernel_jacobi_1d,116,0.03639999699999841,100.3653297702541,114,185,0,1088,5638,340,5978,35,0,jacobi-1d_SMALL_clk10_memALL_BRAM_dsp1.0_optO3_log.txt
jacobi-1d,SMALL,10,ALL_BRAM,1.75,O0,none,kernel_jacobi_1d,49,0.03639999699999841,100.3653297702541,47,100,0,677,4990,141,5131,20,0,jacobi-1d_SMALL_clk10_memALL_BRAM_dsp1.75_optO0_log.txt
jacobi-1d,SMALL,10,ALL_BRAM,1.75,O2,none,kernel_jacobi_1d,129,0.03639999699999841,100.3653297702541,127,189,0,1122,5648,339,5987,38,0,jacobi-1d_SMALL_clk10_memALL_BRAM_dsp1.75_optO2_log.txt
jacobi-1d,SMALL,10,ALL_BRAM,1.75,O3,none,kernel_jacobi_1d,128,0.03639999699999841,100.3653297702541,126,185,0,1088,5638,340,5978,35,0,jacobi-1d_SMALL_clk10_memALL_BRAM_dsp1.75_optO3_log.txt
jacobi-1d,SMALL,10,LSS,1.0,O0,none,kernel_jacobi_1d,47,0.03639999699999841,100.3653297702541,51,100,0,805,5258,207,5465,24,0,jacobi-1d_SMALL_clk10_memLSS_dsp1.0_optO0_log.txt
jacobi-1d,SMALL,10,LSS,1.0,O2,none,kernel_jacobi_1d,119,0.03639999699999841,100.3653297702541,135,189,0,1314,5916,345,6261,44,0,jacobi-1d_SMALL_clk10_memLSS_dsp1.0_optO2_log.txt
jacobi-1d,SMALL,10,LSS,1.0,O3,none,kernel_jacobi_1d,118,0.03639999699999841,100.3653297702541,134,185,0,1280,5906,378,6284,41,0,jacobi-1d_SMALL_clk10_memLSS_dsp1.0_optO3_log.txt
jacobi-1d,SMALL,10,LSS,1.75,O0,none,kernel_jacobi_1d,51,0.03639999699999841,100.3653297702541,55,100,0,805,5258,207,5465,24,0,jacobi-1d_SMALL_clk10_memLSS_dsp1.75_optO0_log.txt
jacobi-1d,SMALL,10,LSS,1.75,O2,none,kernel_jacobi_1d,131,0.03639999699999841,100.3653297702541,147,189,0,1314,5916,345,6261,44,0,jacobi-1d_SMALL_clk10_memLSS_dsp1.75_optO2_log.txt
jacobi-1d,SMALL,10,LSS,1.75,O3,none,kernel_jacobi_1d,130,0.03639999699999841,100.3653297702541,146,185,0,1280,5906,378,6284,41,0,jacobi-1d_SMALL_clk10_memLSS_dsp1.75_optO3_log.txt
jacobi-1d,SMALL,15,ALL_BRAM,1.0,O0,none,kernel_jacobi_1d,39,0.0494726426666805,66.88727267600325,37,100,0,677,4990,141,5131,20,0,jacobi-1d_SMALL_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
jacobi-1d,SMALL,15,ALL_BRAM,1.0,O2,none,kernel_jacobi_1d,99,0.049472642666623656,66.887272676003,97,189,0,1122,5648,339,5987,38,0,jacobi-1d_SMALL_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
jacobi-1d,SMALL,15,ALL_BRAM,1.0,O3,none,kernel_jacobi_1d,98,0.049472642666623656,66.887272676003,96,185,0,1088,5638,340,5978,35,0,jacobi-1d_SMALL_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
jacobi-1d,SMALL,15,ALL_BRAM,1.75,O0,none,kernel_jacobi_1d,39,0.0494726426666805,66.88727267600325,37,100,0,677,4990,141,5131,20,0,jacobi-1d_SMALL_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
jacobi-1d,SMALL,15,ALL_BRAM,1.75,O2,none,kernel_jacobi_1d,99,0.049472642666623656,66.887272676003,97,189,0,1122,5648,339,5987,38,0,jacobi-1d_SMALL_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
jacobi-1d,SMALL,15,ALL_BRAM,1.75,O3,none,kernel_jacobi_1d,98,0.049472642666623656,66.887272676003,96,185,0,1088,5638,340,5978,35,0,jacobi-1d_SMALL_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
jacobi-1d,SMALL,15,LSS,1.0,O0,none,kernel_jacobi_1d,41,0.0494726426666805,66.88727267600325,45,100,0,805,5258,207,5465,24,0,jacobi-1d_SMALL_clk15_memLSS_dsp1.0_optO0_log.txt
jacobi-1d,SMALL,15,LSS,1.0,O2,none,kernel_jacobi_1d,101,0.049472642666623656,66.887272676003,117,189,0,1314,5916,345,6261,44,0,jacobi-1d_SMALL_clk15_memLSS_dsp1.0_optO2_log.txt
jacobi-1d,SMALL,15,LSS,1.0,O3,none,kernel_jacobi_1d,100,0.049472642666623656,66.887272676003,116,185,0,1280,5906,378,6284,41,0,jacobi-1d_SMALL_clk15_memLSS_dsp1.0_optO3_log.txt
jacobi-1d,SMALL,15,LSS,1.75,O0,none,kernel_jacobi_1d,41,0.0494726426666805,66.88727267600325,45,100,0,805,5258,207,5465,24,0,jacobi-1d_SMALL_clk15_memLSS_dsp1.75_optO0_log.txt
jacobi-1d,SMALL,15,LSS,1.75,O2,none,kernel_jacobi_1d,101,0.049472642666623656,66.887272676003,117,189,0,1314,5916,345,6261,44,0,jacobi-1d_SMALL_clk15_memLSS_dsp1.75_optO2_log.txt
jacobi-1d,SMALL,15,LSS,1.75,O3,none,kernel_jacobi_1d,100,0.049472642666623656,66.887272676003,116,185,0,1280,5906,378,6284,41,0,jacobi-1d_SMALL_clk15_memLSS_dsp1.75_optO3_log.txt
jacobi-2d,MEDIUM,10,ALL_BRAM,1.0,O0,none,kernel_jacobi_2d,71,0.03639999699999841,100.3653297702541,69,202,28,1603,5980,240,6220,58,0,jacobi-2d_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO0_log.txt
jacobi-2d,MEDIUM,10,ALL_BRAM,1.0,O2,none,kernel_jacobi_2d,70,0.03639999699999841,100.3653297702541,68,183,12,1689,5875,240,6115,56,0,jacobi-2d_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO2_log.txt
jacobi-2d,MEDIUM,10,ALL_BRAM,1.0,O3,none,kernel_jacobi_2d,71,0.03639999699999841,100.3653297702541,69,180,12,1688,5875,240,6115,55,0,jacobi-2d_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO3_log.txt
